URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
http://w3id.org/coso/v1/contaminoso#QuantitationLimit,Quantitation Limit,The lowest concentration of a substance that can be reliably measured with acceptable precision and accuracy.,Class,,,
http://w3id.org/coso/v1/contaminoso#QuantityValue,Quantity Value,A Quantity Value expresses the magnitude and kind of a quantity as a product of a numerical value or enumerated value and a unit of measure.,Class,,,
http://w3id.org/coso/v1/contaminoso#RawWaterSample,Raw Water Sample,An untreated (raw) water sample collected for contaminant analysis.,Class,,,
http://w3id.org/coso/v1/contaminoso#ReleaseFeature,Release Feature,The discrete spatial phenomenon that may be the target of a release observation.,Class,,,
http://w3id.org/coso/v1/contaminoso#ReleasePoint,Release Point,The point location at which a release observation occurred.,Class,,,
http://w3id.org/coso/v1/contaminoso#ResultQualifier,Result Qualifier,"Something that qualifies the result, such as quality control assessment, limitation on the precision or minimum detectable amount. ",Class,,,
http://w3id.org/coso/v1/contaminoso#SampleAnnotation,Sample Annotation,Metadata that qualifies a sample,Class,,,
http://w3id.org/coso/v1/contaminoso#SampleMaterialType,Sample Material Type,The type of material that was sampled,Class,,,
http://w3id.org/coso/v1/contaminoso#SamplePoint,Sample Point,The point location at which a sample observation occurred.,Class,,,
http://w3id.org/coso/v1/contaminoso#SampledFeature,Sampled Feature,The discrete spatial phenomenon that is the target of a sample observation.,Class,,,
http://w3id.org/coso/v1/contaminoso#SedimentSample,Sediment Sample,A sediment sample collected for contaminant analysis.,Class,,,
http://w3id.org/coso/v1/contaminoso#SingleContaminantMeasurement,Single Contaminant Measurement,"The result of an observation about a contaminant that is a single measurement, i.e. a single contaminant at one location from one sample.",Class,,,
http://w3id.org/coso/v1/contaminoso#SoilSample,Soil Sample,A soil sample collected for contaminant analysis.,Class,,,
http://w3id.org/coso/v1/contaminoso#SolidMaterialSample,Solid Material Sample,A solid-material sample collected for contaminant analysis.,Class,,,
http://w3id.org/coso/v1/contaminoso#SolidWasteSample,Solid Waste Sample,A solid-waste sample collected for contaminant analysis.,Class,,,
http://w3id.org/coso/v1/contaminoso#Substance,Substance,"Any organic or inorganic substance of a particular molecular identity, including any combination of these substances occurring in whole or in part as a result of a chemical reaction or occurring in nature, and any element or uncombined radical.",Class,,,
http://w3id.org/coso/v1/contaminoso#SubstanceCollection,Substance Collection,A collection of more than one substances.,Class,,,
http://w3id.org/coso/v1/contaminoso#SurfaceWaterSample,Surface Water Sample,A surface-water sample collected for contaminant analysis.,Class,,,
http://w3id.org/coso/v1/contaminoso#TreatedWaterSample,Treated Water Sample,A treated-water sample collected for contaminant analysis.,Class,,,
http://w3id.org/coso/v1/contaminoso#WasteWaterSample,Waste Water Sample,A wastewater sample collected for contaminant analysis.,Class,,,
http://w3id.org/coso/v1/contaminoso#WaterSample,Water Sample,A water sample collected for contaminant analysis.,Class,,,
http://w3id.org/coso/v1/contaminoso#WaterSampleBySource,Water Sample By Source,A classification of water samples by their source.,Class,,,
http://w3id.org/coso/v1/contaminoso#WaterSampleByTreatment,Water Sample By Treatment,A classification of water samples by treatment status.,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-AnalysisMethod,EGAD - Analysis Method,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-ConcentrationQualifier,EGAD - Lab Qualifier,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-MethodDetectionLimit,EGAD - Method Detection Limit,Areas with land use activities which are potential and/or actual sources of contamination and areas where biological and surface water sampling is conducted.,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-PFAS-Observation,EGAD - PFAS Observation,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-PFAS-ParameterName,EGAD - PFAS Parameter Name,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-PFAS-Site,EGAD - PFAS Site,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-ReportingLimit,EGAD - Reporting Limit,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-ResultType,EGAD - Result Type,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-Sample,EGAD - Sample,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SampleCollectionMethod,EGAD - Sample Collection Method,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SampleDetailedLocation,EGAD - Sample Detailed Location,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SampleMaterialType,EGAD - Sample Material Type,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SampleMaterialTypeQualifier,EGAD - Sample Material Type Qualifier,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SamplePoint,EGAD - Sample Point,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SamplePointType,EGAD - Sample Point Type,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SampleTreatmentStatus,EGAD - Sample Treatment Status,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SampledFeature,EGAD - Sampled Feature,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SinglePFAS-Concentration,EGAD - Single PFAS Concentration,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-Site,EGAD - Site,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-SiteType,EGAD - Site Type,,Class,,,
http://w3id.org/sawgraph/v1/me-egad#EGAD-ValidationLevel,EGAD - Validation Level,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#AnalyticalMethod,WQP - Analytical Method,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#Characteristic,WQP - Characteristic,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#Lab,WQP - Lab,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#LocationType,WQP - Location Type,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#Observation,WQP - Observation,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#Organization,WQP - Organization,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#Project,WQP - Project,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#ResultMeasureQualifier,WQP - Result Measure Qualifier,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#Sample,WQP - Sample,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#SampleCollectionMethod,WQP - Sample Collection Method,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#SampleMedia,WQP - Sample Media,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#SampledFeature,WQP - Sampled Feature,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#Single-PFAS-Concentration,WQP - Single PFAS Concentration,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#Site,WQP - Site / Station,,Class,,,
http://w3id.org/sawgraph/v1/us-wqp#Taxon,WQP - Taxon,,Class,,,
http://www.opengis.net/ont/geosparql#Feature,geo:Feature,A discrete spatial phenomenon in a universe of discourse.,Class,,,
http://www.w3.org/ns/sosa/FeatureOfInterest,Feature Of Interest,"The thing whose property is being estimated or calculated in the course of an Observation to arrive at a Result, or whose property is being manipulated by an Actuator, or which is being sampled or transformed in an act of Sampling.",Class,,,
http://www.w3.org/ns/sosa/Observation,Observation,"Act of carrying out an (Observation) Procedure to estimate or calculate a value of a property of a FeatureOfInterest. Links to a Sensor to describe what made the Observation and how; links to an ObservableProperty to describe what the result is an estimate of, and to a FeatureOfInterest to detail what that property was associated with.",Class,,,
http://www.w3.org/ns/sosa/Procedure,Procedure,"A workflow, protocol, plan, algorithm, or computational method specifying how to make an Observation, create a Sample, or make a change to the state of the world (via an Actuator). A Procedure is re-usable, and might be involved in many Observations, Samplings, or Actuations. It explains the steps to be carried out to arrive at reproducible Results.",Class,,,
http://www.w3.org/ns/sosa/Property,Property,An observable or actuatable quality of a feature of interest.,Class,,,
http://www.w3.org/ns/sosa/Result,Result,"The Result of an Observation, Actuation, or act of Sampling. To store an observation's simple result value one can use the hasSimpleResult property.",Class,,,
http://www.w3.org/ns/sosa/Sample,Sample,"A Sample is a feature which is intended to be representative of a FeatureOfInterest on which Observations may be made. Physical samples are sometimes known as specimens. Samples are artifacts of an observational strategy, and have no significant function outside of their role in the observation process. The characteristics of the samples themselves are of little interest, except perhaps to the manager of a sampling campaign.",Class,,,
http://purl.org/dc/elements/1.1/source,source,A related resource from which the described resource is derived.,Predicate,,,
http://purl.org/dc/terms/abstract,abstract,A summary of the resource.,Predicate,,,
http://purl.org/dc/terms/alternative,alternative,An alternative name by which the resource is known.,Predicate,,,
http://purl.org/dc/terms/contributor,contributor,An entity responsible for making contributions to the resource.,Predicate,,,
http://purl.org/dc/terms/created,created,Date of creation of the resource.,Predicate,,,
http://purl.org/dc/terms/creator,creator,An entity responsible for making the resource.,Predicate,,,
http://purl.org/dc/terms/date,date,A point or period of time associated with the resource.,Predicate,,,
http://purl.org/dc/terms/description,description,An account of the resource.,Predicate,,,
http://purl.org/dc/terms/identifier,identifier,An unambiguous reference to the resource within a given context.,Predicate,,,
http://purl.org/dc/terms/isReplacedBy,is Replaced By,A related resource that supplants or replaces the described resource.,Predicate,,,
http://purl.org/dc/terms/issued,issued,Date of formal issuance of the resource.,Predicate,,,
http://purl.org/dc/terms/license,license,A legal document giving official permission to do something with the resource.,Predicate,,,
http://purl.org/dc/terms/publisher,publisher,An entity responsible for making the resource available.,Predicate,,,
http://purl.org/dc/terms/rights,rights,Information about rights held in and over the resource.,Predicate,,,
http://purl.org/dc/terms/source,source,A related resource from which the described resource is derived.,Predicate,,,
http://purl.org/dc/terms/title,title,A name given to the resource.,Predicate,,,
http://schema.org/domainIncludes,domain Includes,A property's expected subject type (schema.org meta).,Predicate,,,
http://schema.org/image,image,An image of the item.,Predicate,,,
http://schema.org/rangeIncludes,range Includes,A property's expected value type (schema.org meta).,Predicate,,,
http://w3id.org/coso/v1/contaminoso#analysisMethod,analysis Method,The analytical method used to measure a contaminant in a sample.,Predicate,,,
http://w3id.org/coso/v1/contaminoso#analyzedSample,analyzed sample,A relation between an observation of a contaminant and the sample that was analyzed.,Predicate,,Contaminant Sample Observation,Material Sample
http://w3id.org/coso/v1/contaminoso#casNumber,cas number,The cas number of the substance.,Predicate,,,
http://w3id.org/coso/v1/contaminoso#fromSamplePoint,from sample point,A relation between a physical material sample and the location where the sample was taken.,Predicate,,Material Sample,Sample Point
http://w3id.org/coso/v1/contaminoso#hasAnyFeatureOfInterest,has any feature of interest,A relation between an observation of a contaminant and a feature it is the subject of. There are no specific scale or cardinality constraints that limit the feature.,Predicate,,Contaminant Observation,FeatureOfInterest
http://w3id.org/coso/v1/contaminoso#hasFeatureOfInterest,has feature of interest,A relation between an observation of a contaminant and a feature it is the subject of.,Predicate,,,Feature
http://w3id.org/coso/v1/contaminoso#hasMember,has Member,Relates a collection to one of its members.,Predicate,,,
http://w3id.org/coso/v1/contaminoso#hasResult,has result,A relation between an observation of a contaminant and the measurement that is the result of the observation.,Predicate,,Contaminant Observation,Contaminant Measurement
http://w3id.org/coso/v1/contaminoso#hasResultQualifier,has result qualifier,A relation between measured result and metadata that qualifies the result.,Predicate,,Contaminant Measurement,Result Qualifier
http://w3id.org/coso/v1/contaminoso#isSampleOf,is sample of,A relation between a physcial material sample and the geographic feature the sample was taken from.,Predicate,,Material Sample,Sampled Feature
http://w3id.org/coso/v1/contaminoso#measurementUnit,measurement unit,The unit of measurement the describes the result.,Predicate,,Contaminant Measurement,
http://w3id.org/coso/v1/contaminoso#measurementValue,measurement value,The numeric value or enumerated value that quantifies or qualifies the result.,Predicate,,Contaminant Measurement,
http://w3id.org/coso/v1/contaminoso#observationAnnotation,observation annotation,A relation between an observation of a contaminant and additional metadata about the observation.,Predicate,,Contaminant Observation,Observation Annotation
http://w3id.org/coso/v1/contaminoso#observedAtPoint,observed at point,A relation between an observation of a contaminant and the point that the observation applies to.,Predicate,,Contaminant Observation,Point
http://w3id.org/coso/v1/contaminoso#observedAtSamplePoint,observed at sample point,A relation between an observation of a contaminant from a material sample and the point where the sample was taken.,Predicate,,Contaminant Sample Observation,Sample Point
http://w3id.org/coso/v1/contaminoso#observedProperty,observed property,A relation between an observation and the type of contamination property being observed.,Predicate,,Contaminant Observation,Contamination Property
http://w3id.org/coso/v1/contaminoso#observedTime,observed time,The time at which the contaminant was observed in the environment.,Predicate,,Contaminant Observation,
http://w3id.org/coso/v1/contaminoso#ofDSSToxSubstance,of DSSTox Substance,Links a measurement to the EPA DSSTox substance analysed.,Predicate,,,
http://w3id.org/coso/v1/contaminoso#ofDatasetSubstance,of Dataset Substance,Links a measurement to the substance as named in the source dataset.,Predicate,,,
http://w3id.org/coso/v1/contaminoso#ofFeatureType,of feature type,A relation between a feature and a controlled vocabulary term that describes the type of feature,Predicate,,,
http://w3id.org/coso/v1/contaminoso#ofSubstance,of substance,A relation between an observation of a contaminant and the substance or substances being observed.,Predicate,,Contaminant Observation,
http://w3id.org/coso/v1/contaminoso#pointFromFeature,point from feature,A relation between a point location and the larger geospatial feature it is a part of.,Predicate,,Point,Feature
http://w3id.org/coso/v1/contaminoso#resultAnnotation,result annotation,A relation between a result and additional metadata about the result.,Predicate,,,
http://w3id.org/coso/v1/contaminoso#sampleAnnotation,sample annotation,A relation between a material sample and additional metadata about the sample.,Predicate,,Material Sample,Sample Annotation
http://w3id.org/coso/v1/contaminoso#sampleFeatureType,sample Feature Type,The type of feature from which a sample was taken.,Predicate,,,
http://w3id.org/coso/v1/contaminoso#sampleOfMaterialType,sample of material type,A relation between a material sample and the type of material.,Predicate,,Material Sample,Sample Material Type
http://w3id.org/coso/v1/contaminoso#substanceID,substance identifier,The unique identifier for the substance.,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#associatedSite,egad - associated site,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#dep_chemicalID,egad - chemical identifier,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#labQualifier,egad - lab qualifier,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#methodDetectionLimit,egad - method detection limit,,Predicate,,,EGAD - Method Detection Limit
http://w3id.org/sawgraph/v1/me-egad#reportingLimit,egad - reporting limit,,Predicate,,,EGAD - Reporting Limit
http://w3id.org/sawgraph/v1/me-egad#resultType,egad - result type,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#sampleCollectionLocation,egad - sample collection location,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#sampleCollectionMethod,egad - sample collection method,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#samplePointNumber,sample point number,Sample point number in the EGAD dataset from the state of Maine.,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#samplePointType,egad - sample point type,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#samplePointWebName,sample point web name,Sample point web name in the EGAD dataset from the state of Maine.,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#sampleTreatmentStatus,egad - sample treatment status,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#sampledFeatureType,egad - sampled feature type,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#siteNumber,site number,Site number in the EGAD dataset from the state of Maine.,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#validationLevel,egad - validation level,,Predicate,,,
http://w3id.org/sawgraph/v1/me-egad#validationQualifier,egad - validation qualifier,,Predicate,,,
http://w3id.org/sawgraph/v1/us-wqp#groupName,wqp - characteristic group name,,Predicate,,WQP - Characteristic,
http://w3id.org/sawgraph/v1/us-wqp#hasProjectId,wqp - has project id,,Predicate,,WQP - Sample,WQP - Project
http://w3id.org/sawgraph/v1/us-wqp#locationType,wqp - location type,,Predicate,,Sampled Feature,WQP - Location Type
http://w3id.org/sawgraph/v1/us-wqp#rank,wqp - taxon rank,,Predicate,,,
http://w3id.org/sawgraph/v1/us-wqp#sampleCollectionMethod,wqp - sample collection method,,Predicate,,WQP - Sample,WQP - Sample Collection Method
http://w3id.org/sawgraph/v1/us-wqp#sampleID,wqp - sample id,,Predicate,,,
http://w3id.org/sawgraph/v1/us-wqp#siteId,wqp - site id,,Predicate,,,
http://w3id.org/sawgraph/v1/us-wqp#siteName,wqp - site name,,Predicate,,,
http://w3id.org/sawgraph/v1/us-wqp#srsID,wqp - characteristic substance registry service ID,,Predicate,,WQP - Characteristic,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,An alternative lexical label for a concept.,Predicate,,,
http://www.w3.org/2004/02/skos/core#definition,definition,A statement of the meaning of a concept.,Predicate,,,
http://www.w3.org/ns/sosa/hasResult,has result,Relation linking an Observation or Actuation or act of Sampling and a Result or Sample.,Predicate,,,
http://www.w3.org/ns/sosa/isSampleOf,is sample of,Relation from a Sample to the FeatureOfInterest that it is intended to be representative of.,Predicate,,,
http://www.w3.org/ns/sosa/observedProperty,observed property,Relation linking an Observation to the property that was observed. The ObservableProperty should be a property of the FeatureOfInterest (linked by hasFeatureOfInterest) of this Observation.,Predicate,,,
http://www.w3.org/ns/sosa/resultTime,resultTime,The time when the result of an observation became available.,Predicate,,,
