URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
http://purl.obolibrary.org/obo/RO_0002206,expressed in,A gene that is expressed in an anatomical entity,Predicate,,Gene; GTEx Expression,Anatomical Entity (UBERON)
http://purl.obolibrary.org/obo/RO_0002212,negatively regulates,A relation between a process and another process it negatively regulates,Predicate,,Drug/Chemical (NCIT); GOTerm; Compound (BAO),Gene; GOTerm; Biological Process (GO)
http://purl.obolibrary.org/obo/RO_0002213,positively regulates,A relation between a process and another process it positively regulates,Predicate,,Drug/Chemical (NCIT); GOTerm; Compound (BAO),Gene; GOTerm; Biological Process (GO)
http://purl.obolibrary.org/obo/RO_0002263,acts upstream of,A relation between a gene product and a process where it acts upstream,Predicate,,Protein,GOTerm; Biological Process (GO)
http://purl.obolibrary.org/obo/RO_0002264,acts upstream of or within,A relation where a gene product acts upstream of or within a process,Predicate,,Protein; Target (BAO),GOTerm; Biological Process (GO)
http://purl.obolibrary.org/obo/RO_0002325,colocalizes with,A relation between two entities that colocalize,Predicate,,Protein,GOTerm; CellularComponent
http://purl.obolibrary.org/obo/RO_0002326,contributes to,A relation between a gene product and a process it contributes to,Predicate,,Protein; Target (BAO),GOTerm; Biological Process (GO)
http://purl.obolibrary.org/obo/RO_0002327,enables,A relation between a gene product and a molecular function it enables,Predicate,,Protein; Target (BAO),GOTerm; Biological Process (GO); MolecularActivity
http://purl.obolibrary.org/obo/RO_0002331,involved in,A relation between a gene product and a biological process it is involved in,Predicate,,Protein; Target (BAO),GOTerm; Biological Process (GO)
http://purl.obolibrary.org/obo/RO_0002410,causally related to,A relation between two entities where one causally relates to the other,Predicate,,GOTerm; Defined Term; Cell; AnatomicalEntity; Disease; Natural Variant Annotation,GOTerm; Biological Process (GO); Cell Type Context; Organ Context; Disease; ChemicalEntity
http://purl.obolibrary.org/obo/RO_0002432,is active in,A relation between a gene product and a cellular component where it is active,Predicate,,Protein; Target (BAO),GOTerm; CellularComponent
http://purl.obolibrary.org/obo/RO_0002434,interacts with,A symmetric relation between two entities that physically interact,Predicate,,Protein; Drug (schema.org),Protein; Target (BAO)
http://purl.obolibrary.org/obo/RO_0002436,molecularly interacts with,A direct molecular interaction between two entities,Predicate,,Drug/Chemical (NCIT); Drug (schema.org),Protein; Receptor (NCIT)
http://purl.obolibrary.org/obo/RO_0002447,phosphorylates,A relation where one protein phosphorylates another,Predicate,,Protein,PTM Annotation
http://purl.obolibrary.org/obo/RO_0002558,has evidence,Relates an assertion to supporting evidence,Predicate,Multiple predicates (reified),,
http://purl.obolibrary.org/obo/RO_0002566,causally influences,A relation where one entity causally influences another,Predicate,,Gene,Drug/Chemical (NCIT)
http://purl.obolibrary.org/obo/RO_0002612,axiom has evidence,An axiom-level evidence relation,Predicate,Multiple predicates (reified),,
http://purl.obolibrary.org/obo/RO_0003000,produces,A relation between a process and a material entity it produces,Predicate,,Anatomical Entity (UBERON); Cell; Organ Context,Drug/Chemical (NCIT); Compound (BAO); Gene
http://purl.obolibrary.org/obo/RO_0003308,correlated with condition,A relation indicating correlation with a condition,Predicate,,Drug/Chemical (NCIT),Phenotype (EFO); Disease; Disease (Biolink)
http://purl.obolibrary.org/obo/RO_0004032,acts upstream of or within positive effect,Acts upstream of or within with positive effect,Predicate,,Protein,GOTerm; Biological Process (GO)
http://purl.obolibrary.org/obo/RO_0004033,acts upstream of or within negative effect,Acts upstream of or within with negative effect,Predicate,,Protein,GOTerm; Biological Process (GO)
http://purl.obolibrary.org/obo/RO_0004034,acts upstream of positive effect,Acts upstream of with positive effect,Predicate,,Protein,GOTerm; Biological Process (GO)
http://purl.obolibrary.org/obo/RO_0004035,acts upstream of negative effect,Acts upstream of with negative effect,Predicate,,Protein,GOTerm; Biological Process (GO)
http://purl.org/dc/terms/date,date,A date associated with the resource,Predicate,,,
http://purl.org/dc/terms/description,description,A textual description of the resource,Predicate,,,
http://purl.org/dc/terms/identifier,identifier,An unambiguous identifier for the resource,Predicate,,,
http://purl.org/dc/terms/source,source,A reference to a resource from which the present resource is derived,Predicate,,,
http://purl.org/dc/terms/type,type,The nature or genre of the resource,Predicate,,,
http://purl.org/ontology/bibo/pmid,PubMed ID,A PubMed identifier for a publication,Predicate,,,
http://purl.uniprot.org/core/activity,activity,The catalytic activity of an enzyme,Predicate,,Protein,
http://purl.uniprot.org/core/Alternative_Sequence_Annotation,Alternative Sequence Annotation,An alternative sequence annotation in UniProt,Predicate,,Protein,
http://purl.uniprot.org/core/annotation,annotation,An annotation on a UniProt entry,Predicate,,Protein,Annotation
http://purl.uniprot.org/core/category,category,The category of a UniProt annotation,Predicate,,Annotation,
http://purl.uniprot.org/core/domain,domain,A protein domain annotation,Predicate,,Protein,
http://purl.uniprot.org/core/length,length,The length of a protein sequence,Predicate,,Sequence,
http://purl.uniprot.org/core/md5Checksum,MD5 checksum,MD5 checksum of a protein sequence,Predicate,,Sequence,
http://purl.uniprot.org/core/mnemonic,mnemonic,The mnemonic identifier for a UniProt entry,Predicate,,Protein,
http://purl.uniprot.org/core/modification,modification,A post-translational modification,Predicate,,PTM Annotation,
http://purl.uniprot.org/core/Molecule,Molecule,A molecule entity in UniProt,Predicate,,,
http://purl.uniprot.org/core/organism,organism,The source organism of a protein,Predicate,,Protein,Taxon
http://purl.uniprot.org/core/part_of,part of (UniProt),Part-of relation in UniProt,Predicate,,Pathway,Pathway
http://purl.uniprot.org/core/partOf,partOf,Membership in a UniProt reference proteome,Predicate,,Protein,
http://purl.uniprot.org/core/position,position,A sequence position annotation,Predicate,,PTM Annotation; Natural Variant Annotation,
http://purl.uniprot.org/core/scientificName,scientific name,The scientific name of an organism,Predicate,,Taxon,
http://purl.uniprot.org/core/Sequence_Annotation,Sequence Annotation,A sequence annotation in UniProt,Predicate,,Protein,
http://purl.uniprot.org/core/sequence,sequence,The amino acid sequence of a protein,Predicate,,Protein,Sequence
http://purl.uniprot.org/core/Site_Annotation,Site Annotation,A site annotation on a protein,Predicate,,Protein,
http://purl.uniprot.org/core/source,source (UniProt),The source database of an annotation,Predicate,,,
http://purl.uniprot.org/core/taxon,taxon,The taxonomic classification of an organism,Predicate,,Protein,Taxon
http://purl.uniprot.org/core/variO_term,VariO term,A Variation Ontology (VariO) term for a variant,Predicate,,Natural Variant Annotation,
http://purl.uniprot.org/core/version,version,The version number of a UniProt entry,Predicate,,Protein,
http://rs.tdwg.org/dwc/terms/taxonID,taxon ID,An identifier for a taxonomic entity,Predicate,,Taxon,
http://schema.org/additionalType,additional type,An additional type for the entity,Predicate,,,
http://schema.org/description,description (schema.org),A description of the entity,Predicate,,,
http://schema.org/domainIncludes,domain includes,Indicates the domain of a property,Predicate,,,
http://schema.org/identifier,identifier (schema.org),An identifier for the entity,Predicate,,,
http://schema.org/name,name,The name of the entity,Predicate,,,
http://schema.org/provider,provider,The provider of the entity,Predicate,,,
http://schema.org/rangeIncludes,range includes,Indicates the range of a property,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000007,InChI Key,International Chemical Identifier Key,Predicate,,Experiment; Drug/Chemical (NCIT); Compound (BAO),
http://semanticscience.org/resource/CHEMINF_000032,SMILES,Simplified Molecular-Input Line-Entry System notation,Predicate,,Experiment; Drug/Chemical (NCIT); Compound (BAO),
http://semanticscience.org/resource/SIO_000272,has value,A relation between an entity and its value,Predicate,,Protein; Target (BAO),
http://semanticscience.org/resource/SIO_001077,encodes,A relation where one entity encodes another,Predicate,,GTEx Expression,Gene
http://semanticscience.org/resource/SIO_010078,gene product of,A gene product relationship,Predicate,,Gene,Protein
http://snomed.info/id/257544000,degree of involvement,Degree of involvement of a compound in an interaction,Predicate,RO_0002436 (molecularly interacts with); treats,,
http://www.bioassayontology.org/bao#BAO_0003063,has assay result,A bioassay result measure,Predicate,,PTM Annotation,
http://www.geneontology.org/formats/oboInOwl#evidence,evidence,Evidence code for a GO annotation,Predicate,,,
http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,has alternative ID,An alternative identifier,Predicate,,,
http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,has exact synonym,An exact synonym for a term,Predicate,,,
http://www.geneontology.org/formats/oboInOwl#hasOBONamespace,has OBO namespace,The OBO namespace of a term,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#comment,comment,A human-readable comment or description,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#isDefinedBy,is defined by,Indicates the resource that defines the entity,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#label,label,A human-readable label,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#seeAlso,see also,A reference to a related resource,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#subClassOf,subclass of,Indicates a superclass in the class hierarchy,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#subPropertyOf,sub-property of,Indicates a superproperty in the property hierarchy,Predicate,,,
http://www.w3.org/2004/02/skos/core#exactMatch,exact match,An exact match to another concept,Predicate,,,
http://www.w3.org/ns/prov#wasAttributedTo,was attributed to,Attribution of an entity to an agent,Predicate,,,
https://biolink.github.io/biolink-model/affected_by,affected by,A relation where an entity is affected by a sequence variant,Predicate,,Experiment,Sequence Feature (SO)
https://biolink.github.io/biolink-model/associated_with,associated with,A general association between two entities,Predicate,,Gene; Protein; Natural Variant Annotation,Phenotype (EFO); Disease; Disease (Biolink); Defined Term
https://biolink.github.io/biolink-model/catalyzes,catalyzes,A relation where a gene product catalyzes a reaction,Predicate,,Protein,PTM Annotation
https://biolink.github.io/biolink-model/has_sequence_variant,has sequence variant,A relation between a protein and its sequence variants,Predicate,,Protein,Natural Variant Annotation
https://biolink.github.io/biolink-model/homologous_to,homologous to,Indicates homology score between a pathway component and a protein,Predicate,RO_0002180 (has component),,
https://biolink.github.io/biolink-model/provided_by,provided by,Indicates the data source or provider of a reified statement,Predicate,Multiple predicates (reified),,
https://biolink.github.io/biolink-model/similar_to,similar to,A relation indicating similarity between drug/chemical entities,Predicate,,Drug/Chemical (NCIT); Compound (BAO),Drug/Chemical (NCIT); Compound (BAO)
https://biolink.github.io/biolink-model/treats,treats,A relation where a drug treats a disease,Predicate,,Drug/Chemical (NCIT); Drug (schema.org); Compound (BAO),Disease; Phenotype (EFO); Disease (Biolink)
https://research.bioinformatics.udel.edu/ProKN/rdf/deltaLog2Ratio,Delta Log2 Ratio,Delta log2 fold-change ratio between conditions,Predicate,affected_by,,
https://research.bioinformatics.udel.edu/ProKN/rdf/HAS_MARKER_GENE_IN_HEART,Has marker gene in heart,Associates a cell type or anatomical entity with marker gene expression in heart tissue,Predicate,,Anatomical Entity (UBERON); Cell; Cell Type Context,Gene
https://research.bioinformatics.udel.edu/ProKN/rdf/HAS_MARKER_GENE_IN_KIDNEY,Has marker gene in kidney,Associates a cell type or anatomical entity with marker gene expression in kidney tissue,Predicate,,Anatomical Entity (UBERON); Cell; Cell Type Context,Gene
https://research.bioinformatics.udel.edu/ProKN/rdf/HAS_MARKER_GENE_IN_LIVER,Has marker gene in liver,Associates a cell type or anatomical entity with marker gene expression in liver tissue,Predicate,,Anatomical Entity (UBERON); Cell; Cell Type Context,Gene
https://research.bioinformatics.udel.edu/ProKN/rdf/log2Ratio,Log2 Ratio,Log2 ratio of expression between conditions,Predicate,affected_by,,
https://www.w3.org/2002/07/owl#equivalentProperty,equivalent property,Indicates two properties are equivalent,Predicate,,,
