URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
http://asu.edu/semantics/SUDOKN/hasVirtualLocationIdentifierValue,hasVirtualLocationIdentifierValue,Virtual location identifier (URI/URL),Predicate,,VirtualLocationIdentifier,"Literal (string)"
http://asu.edu/semantics/SUDOKN/hasOrder,hasOrder,Ordering value for sequencing,Predicate,,Thing,"Literal (integer)"
https://spec.industrialontologies.org/ontology/core/Core/Manufacturer,Manufacturer,A manufacturing organization (from IOF Core Ontology),Class,,,
http://asu.edu/semantics/SUDOKN/GeospatialSite,GeospatialSite,A physical location with geographic coordinates,Class,,,
https://spec.industrialontologies.org/ontology/supplychain/SupplyChain/GeospatialLocation,GeospatialLocation,Precise geographic coordinates (latitude/longitude),Class,,,
https://spec.industrialontologies.org/ontology/core/Core/Capability,Capability,A capability that an organization possesses (from IOF Core),Class,,,
https://spec.industrialontologies.org/ontology/supplychain/SupplyChain/ProductionCapability,ProductionCapability,Production or manufacturing capability (from IOF Supply Chain),Class,,,
http://asu.edu/semantics/SUDOKN/ManufacturingProcessCapability,ManufacturingProcessCapability,A specific manufacturing process capability (parent class for ~400 process types),Class,,,
http://asu.edu/semantics/SUDOKN/MaterialProcessingCapability,MaterialProcessingCapability,A material processing capability (parent class for ~300 material types),Class,,,
http://asu.edu/semantics/SUDOKN/Certificate,Certificate,Quality or professional certification (parent class for ~50 certificate types),Class,,,
http://asu.edu/semantics/SUDOKN/QualityCertificate,QualityCertificate,Quality management certification,Class,,,
http://asu.edu/semantics/SUDOKN/ISO9001Certificate,ISO9001Certificate,ISO 9001 quality management certification,Class,,,
http://asu.edu/semantics/SUDOKN/AS9100Certificate,AS9100Certificate,AS9100 aerospace quality certification,Class,,,
http://asu.edu/semantics/SUDOKN/IATF16949Certificate,IATF16949Certificate,IATF 16949 automotive quality certification,Class,,,
http://asu.edu/semantics/SUDOKN/ISO13485Certificate,ISO13485Certificate,ISO 13485 medical device quality certification,Class,,,
http://asu.edu/semantics/SUDOKN/NADCAPCertificate,NADCAPCertificate,NADCAP aerospace special process certification,Class,,,
http://asu.edu/semantics/SUDOKN/ITARCertificate,ITARCertificate,ITAR defense industry compliance certification,Class,,,
https://spec.industrialontologies.org/ontology/supplychain/SupplyChain/Industry,Industry,An industry sector or classification (parent class),Class,,,
http://asu.edu/semantics/SUDOKN/AerospaceIndustry,AerospaceIndustry,Aerospace and aviation industry,Class,,,
http://asu.edu/semantics/SUDOKN/AutomotiveIndustry,AutomotiveIndustry,Automotive manufacturing industry,Class,,,
http://asu.edu/semantics/SUDOKN/DefenseIndustry,DefenseIndustry,Defense and military industry,Class,,,
http://asu.edu/semantics/SUDOKN/MedicalDevicesIndustry,MedicalDevicesIndustry,Medical devices and equipment industry,Class,,,
http://asu.edu/semantics/SUDOKN/SemiconductorIndustry,SemiconductorIndustry,Semiconductor and electronics industry,Class,,,
http://asu.edu/semantics/SUDOKN/Classifier,Classifier,Classification system or taxonomy,Class,,,
http://asu.edu/semantics/SUDOKN/NAICSClassifier,NAICSClassifier,North American Industry Classification System code,Class,,,
http://asu.edu/semantics/SUDOKN/ProductCategoryClassifier,ProductCategoryClassifier,Product category classification,Class,,,
http://asu.edu/semantics/SUDOKN/OwnershipStatusClassifier,OwnershipStatusClassifier,Business ownership status classification,Class,,,
http://asu.edu/semantics/SUDOKN/WomanOwned,WomanOwned,Woman-owned business status,Class,,,
http://asu.edu/semantics/SUDOKN/VeteranOwned,VeteranOwned,Veteran-owned business status,Class,,,
http://asu.edu/semantics/SUDOKN/MinorityOwned,MinorityOwned,Minority-owned business status,Class,,,
http://asu.edu/semantics/SUDOKN/SmallDisadvantagedBusiness,SmallDisadvantagedBusiness,Small Disadvantaged Business (SDB) status,Class,,,
http://asu.edu/semantics/SUDOKN/MachiningCapability,MachiningCapability,General machining process capability,Class,,,
http://asu.edu/semantics/SUDOKN/CNCMachiningCapability,CNCMachiningCapability,Computer numerical control machining capability,Class,,,
http://asu.edu/semantics/SUDOKN/WeldingCapability,WeldingCapability,General welding process capability (parent class),Class,,,
http://asu.edu/semantics/SUDOKN/TIGWeldingCapability,TIGWeldingCapability,Tungsten inert gas welding capability,Class,,,
http://asu.edu/semantics/SUDOKN/MIGWeldingCapability,MIGWeldingCapability,Metal inert gas welding capability,Class,,,
http://asu.edu/semantics/SUDOKN/CastingCapability,CastingCapability,General casting process capability (parent class),Class,,,
http://asu.edu/semantics/SUDOKN/DieCastingCapability,DieCastingCapability,Die casting process capability,Class,,,
http://asu.edu/semantics/SUDOKN/AdditiveManufacturingCapability,AdditiveManufacturingCapability,3D printing / additive manufacturing capability,Class,,,
http://asu.edu/semantics/SUDOKN/CoatingCapability,CoatingCapability,Surface coating process capability (parent class),Class,,,
http://asu.edu/semantics/SUDOKN/PlatingCapability,PlatingCapability,Metal plating capability,Class,,,
http://asu.edu/semantics/SUDOKN/MetalProcessingCapability,MetalProcessingCapability,Metal material processing capability (parent class),Class,,,
http://asu.edu/semantics/SUDOKN/AluminumProcessingCapability,AluminumProcessingCapability,Aluminum material processing capability,Class,,,
http://asu.edu/semantics/SUDOKN/SteelProcessingCapability,SteelProcessingCapability,Steel material processing capability,Class,,,
http://asu.edu/semantics/SUDOKN/StainlessSteelProcessingCapability,StainlessSteelProcessingCapability,Stainless steel material processing capability,Class,,,
http://asu.edu/semantics/SUDOKN/TitaniumProcessingCapability,TitaniumProcessingCapability,Titanium material processing capability,Class,,,
http://asu.edu/semantics/SUDOKN/PlasticProcessingCapability,PlasticProcessingCapability,Plastic material processing capability (parent class),Class,,,
http://asu.edu/semantics/SUDOKN/CompositeProcessingCapability,CompositeProcessingCapability,Composite material processing capability,Class,,,
http://asu.edu/semantics/SUDOKN/City,City,A city or municipality,Class,,,
http://asu.edu/semantics/SUDOKN/State,State,A state or province,Class,,,
http://asu.edu/semantics/SUDOKN/Country,Country,A country or nation,Class,,,
http://asu.edu/semantics/SUDOKN/PostalAddress,PostalAddress,A postal mailing address,Class,,,
http://asu.edu/semantics/SUDOKN/AddressLine,AddressLine,A line of a street address,Class,,,
http://asu.edu/semantics/SUDOKN/BusinessDescription,BusinessDescription,Textual description of a business,Class,,,
http://asu.edu/semantics/SUDOKN/EmailAddress,EmailAddress,An email contact address,Class,,,
http://asu.edu/semantics/SUDOKN/WebAddress,WebAddress,A website URL,Class,,,
http://asu.edu/semantics/SUDOKN/VirtualLocationIdentifier,VirtualLocationIdentifier,A virtual location identifier (URL/URI),Class,,,
