URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
http://purl.org/dc/terms/accuralPeriodicity,accural Periodicity,The frequency with which items are added to the collection.,Predicate,,,
http://purl.org/dc/terms/alternative,alternative,An alternative name by which the resource is known.,Predicate,,,
http://purl.org/dc/terms/created,created,Date of creation of the resource.,Predicate,,,
http://purl.org/dc/terms/isPartOf,is Part Of,A related resource in which the described resource is physically or logically included.,Predicate,,,
http://purl.org/dc/terms/modified,modified,Date on which the resource was last modified.,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000059,InChIKey,,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000140,PubChem compound identifier (CID),,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000405,ChemSpider identifier,Database identifier used by ChemSpider.,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000406,DrugBank identifier,Database identifier used by DrugBank.,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000407,ChEBI identifier,Database identifier used by ChEBI.,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000408,HMDB identifier,Database identifier used by Human Metabolome Database.,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000409,KEGG identifier,Database identifier used by KEGG.,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000412,ChEMBL identifier,"Identifier used by the ChEMBL database for compounds, assays, target, etc.",Predicate,,,
http://semanticscience.org/resource/CHEMINF_000446,CAS registry number,Identifier used by the Chemical Abstracts Service database.,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000564,LipidMaps identifier,"Identifier used by the LipidMaps database, http://www.lipidmaps.org/.",Predicate,,,
http://semanticscience.org/resource/CHEMINF_000567,Wikidata identifier,Database identifier used by Wikidata.,Predicate,,,
http://semanticscience.org/resource/CHEMINF_000568,DSSTOX substance identifier,Database identifier used by the USA EPA CompTox Dashboard.,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#label,label,A human-readable name for the subject.,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#seeAlso,see Also,Indicates a resource that might provide additional information about the subject.,Predicate,,,
http://www.w3.org/2002/07/owl#sameAs,same As,Indicates that two resources denote the same individual.,Predicate,,,
http://www.w3.org/2004/02/skos/core#exactMatch,exact Match,Indicates two concepts can be used interchangeably across ontologies.,Predicate,,,
http://www.w3.org/ns/dcat#downloadURL,download URL,A URL from which a distribution of the dataset can be downloaded.,Predicate,,,
http://xmlns.com/foaf/0.1/homepage,homepage,A homepage for the subject.,Predicate,,,
http://xmlns.com/foaf/0.1/page,page,A page or document about the subject.,Predicate,,,
