URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
https://w3id.org/biolink/vocab/category,category,"A Biolink category or class assigned to an entity, association, or result node.",Predicate,https://w3id.org/biolink/vocab/has_study_results,https://w3id.org/biolink/vocab/ConceptCountAnalysisResult|https://w3id.org/biolink/vocab/Dataset|https://w3id.org/biolink/vocab/Disease|https://w3id.org/biolink/vocab/DiseaseToPhenotypicFeatureAssociation|https://w3id.org/biolink/vocab/EntityToDiseaseAssociation|https://w3id.org/biolink/vocab/LogOddsAnalysisResult|https://w3id.org/biolink/vocab/PhenotypicFeature|https://w3id.org/biolink/vocab/PhenotypicFeatureToPhenotypicFeatureAssociation|https://w3id.org/biolink/vocab/Study,
https://w3id.org/biolink/vocab/concept_count_object,concept count object,The number of instances in a dataset or cohort whose records contain the concept in the object slot of an association.,Predicate,https://w3id.org/biolink/vocab/has_study_results,https://w3id.org/biolink/vocab/ConceptCountAnalysisResult,
https://w3id.org/biolink/vocab/concept_count_subject,concept count subject,The number of instances in a dataset or cohort whose records contain the concept in the subject slot of an association.,Predicate,https://w3id.org/biolink/vocab/has_study_results,https://w3id.org/biolink/vocab/ConceptCountAnalysisResult,
https://w3id.org/biolink/vocab/concept_pair_count,concept pair count,The number of instances in a dataset or cohort whose records contain both the subject and object concept of an association.,Predicate,https://w3id.org/biolink/vocab/has_study_results,https://w3id.org/biolink/vocab/ConceptCountAnalysisResult,
https://w3id.org/biolink/vocab/dataset_count,dataset count,The total number of instances in a dataset or cohort.,Predicate,https://w3id.org/biolink/vocab/has_study_results,https://w3id.org/biolink/vocab/ConceptCountAnalysisResult,
https://w3id.org/biolink/vocab/has_study_results,has study results,Connects a study to instances of its study result.,Predicate,,https://w3id.org/biolink/vocab/Study,https://w3id.org/biolink/vocab/ConceptCountAnalysisResult|https://w3id.org/biolink/vocab/LogOddsAnalysisResult
https://w3id.org/biolink/vocab/has_supporting_studies,has supporting studies,Connects an association to one or more studies that support or provide evidence for the association.,Predicate,,https://w3id.org/biolink/vocab/DiseaseToPhenotypicFeatureAssociation|https://w3id.org/biolink/vocab/EntityToDiseaseAssociation|https://w3id.org/biolink/vocab/PhenotypicFeatureToPhenotypicFeatureAssociation,https://w3id.org/biolink/vocab/Study
https://w3id.org/biolink/vocab/log_odds_ratio,log odds ratio,The natural logarithm of the odds ratio for an event or association in an exposed group versus a non-exposed group.,Predicate,https://w3id.org/biolink/vocab/has_study_results,https://w3id.org/biolink/vocab/LogOddsAnalysisResult,
https://w3id.org/biolink/vocab/log_odds_ratio_95_ci,log odds ratio 95 ci,The 95 percent confidence interval within which the true log odds ratio for the sample population is expected to fall.,Predicate,https://w3id.org/biolink/vocab/has_study_results,https://w3id.org/biolink/vocab/LogOddsAnalysisResult,
https://w3id.org/biolink/vocab/object,object,"Connects an association to the object of the association, such as the phenotype in a disease-to-phenotype association.",Predicate,,https://w3id.org/biolink/vocab/DiseaseToPhenotypicFeatureAssociation|https://w3id.org/biolink/vocab/EntityToDiseaseAssociation|https://w3id.org/biolink/vocab/PhenotypicFeatureToPhenotypicFeatureAssociation,https://w3id.org/biolink/vocab/Disease|https://w3id.org/biolink/vocab/PhenotypicFeature
https://w3id.org/biolink/vocab/predicate,predicate,"The relationship type or edge label for an association, corresponding to rdf:predicate in RDF.",Predicate,,https://w3id.org/biolink/vocab/DiseaseToPhenotypicFeatureAssociation|https://w3id.org/biolink/vocab/EntityToDiseaseAssociation|https://w3id.org/biolink/vocab/PhenotypicFeatureToPhenotypicFeatureAssociation,
https://w3id.org/biolink/vocab/subject,subject,"Connects an association to the subject of the association, such as the disease in a disease-to-phenotype association.",Predicate,,https://w3id.org/biolink/vocab/DiseaseToPhenotypicFeatureAssociation|https://w3id.org/biolink/vocab/EntityToDiseaseAssociation|https://w3id.org/biolink/vocab/PhenotypicFeatureToPhenotypicFeatureAssociation,https://w3id.org/biolink/vocab/Disease|https://w3id.org/biolink/vocab/PhenotypicFeature
https://w3id.org/biolink/vocab/supporting_data_set,supporting data set,Connects a study result or analysis result to the dataset that supports it.,Predicate,https://w3id.org/biolink/vocab/has_study_results,https://w3id.org/biolink/vocab/ConceptCountAnalysisResult,https://w3id.org/biolink/vocab/Dataset
https://w3id.org/biolink/vocab/total_sample_size,total sample size,The total sample size represented by an analysis result.,Predicate,https://w3id.org/biolink/vocab/has_study_results,https://w3id.org/biolink/vocab/LogOddsAnalysisResult,
