URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
http://rdfs.org/ns/void#property,property,VoID property indicating the RDF predicate represented by a property partition.,Predicate,,,
http://rdfs.org/ns/void#propertyPartition,property partition,VoID property linking a dataset to a partition containing triples for a specific predicate.,Predicate,,,
http://rdfs.org/ns/void#triples,triples,VoID property giving the number of RDF triples in a dataset or partition.,Predicate,,,
http://www.w3.org/1999/02/22-rdf-syntax-ns#object,object,RDF reification property linking an rdf:Statement to the object of the asserted triple.,Predicate,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement,
http://www.w3.org/1999/02/22-rdf-syntax-ns#predicate,predicate,RDF reification property linking an rdf:Statement to the predicate of the asserted triple.,Predicate,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement,
http://www.w3.org/1999/02/22-rdf-syntax-ns#subject,subject,RDF reification property linking an rdf:Statement to the subject of the asserted triple.,Predicate,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement,
http://www.w3.org/2000/01/rdf-schema#comment,comment,RDFS annotation property providing a human-readable description of a resource.,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#label,label,RDFS annotation property providing a human-readable name for a resource.,Predicate,,,
http://www.w3.org/2000/01/rdf-schema#seeAlso,see Also,PanKgraph schema property: see Also.,Predicate,,,
https://purl.org/okn/frink/kg/pankgraph/schema/AAB_pos__OCR_GeneActivityScore_mean,AAB-positive OCR Gene Activity Score mean,Open-chromatin-region gene activity score summary (AAB-positive OCR Gene Activity Score mean) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/AAB_pos__OCR_GeneActivityScore_median,AAB-positive OCR Gene Activity Score median,Open-chromatin-region gene activity score summary (AAB-positive OCR Gene Activity Score median) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/Adjusted_P_value,Adjusted P value,Statistical p-value reported for the supporting association or analysis (Adjusted P value).,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/All__expression_25_quantile,All expression 25 quantile,Expression distribution summary (All expression 25 quantile) for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/All__expression_75_quantile,All expression 75 quantile,Expression distribution summary (All expression 75 quantile) for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/All__expression_max,All expression max,Maximum expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/All__expression_mean,All expression mean,Mean expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/All__expression_median,All expression median,Median expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/All__expression_min,All expression min,Minimum expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/CodingVariantEvidence,Coding Variant Evidence,"Evidence, confidence, or method annotation for a gene-condition association: Coding Variant Evidence.",Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/ConfidenceLevel,Confidence Level,"Evidence, confidence, or method annotation for a gene-condition association: Confidence Level.",Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/Entrez_ID_A,Entrez ID A,Interactor metadata field for a gene-gene interaction: Entrez ID A.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/Entrez_ID_B,Entrez ID B,Interactor metadata field for a gene-gene interaction: Entrez ID B.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/EpigenomeEvidence,Epigenome Evidence,"Evidence, confidence, or method annotation for a gene-condition association: Epigenome Evidence.",Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/GC_percentage,GC percentage,"Gene, sequence, or annotation metadata field: GC percentage.",Predicate,,,
https://purl.org/okn/frink/kg/pankgraph/schema/Log2FoldChange,Log2Fold Change,Log2 fold-change estimate for a differential expression or regulation analysis.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/ModelSystemEvidence,Model System Evidence,"Evidence, confidence, or method annotation for a gene-condition association: Model System Evidence.",Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/NonDiabetic__expression_25_quantile,Non-diabetic expression 25 quantile,Expression distribution summary (Non-diabetic expression 25 quantile) for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/NonDiabetic__expression_75_quantile,Non-diabetic expression 75 quantile,Expression distribution summary (Non-diabetic expression 75 quantile) for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/NonDiabetic__expression_max,Non-diabetic expression max,Maximum expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/NonDiabetic__expression_mean,Non-diabetic expression mean,Mean expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/NonDiabetic__expression_median,Non-diabetic expression median,Median expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/NonDiabetic__expression_min,Non-diabetic expression min,Minimum expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/OCR_GeneActivityScore_mean,OCR Gene Activity Score mean,Open-chromatin-region gene activity score summary (OCR Gene Activity Score mean) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/OCR_GeneActivityScore_median,OCR Gene Activity Score median,Open-chromatin-region gene activity score summary (OCR Gene Activity Score median) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/P_value,P value,Statistical p-value reported for the supporting association or analysis (P value).,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/QtlEvidence,Qtl Evidence,"Evidence, confidence, or method annotation for a gene-condition association: Qtl Evidence.",Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/ResearchMethod,Research Method,"Evidence, confidence, or method annotation for a gene-condition association: Research Method.",Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/SE_of_Log2FoldChange,SE of Log2Fold Change,Log2 fold-change estimate for a differential expression or regulation analysis.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/Type1Diabetic__expression_25_quantile,Type 1Diabetic expression 25 quantile,Expression distribution summary (Type 1Diabetic expression 25 quantile) for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/Type1Diabetic__expression_75_quantile,Type 1Diabetic expression 75 quantile,Expression distribution summary (Type 1Diabetic expression 75 quantile) for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/Type1Diabetic__expression_max,Type 1Diabetic expression max,Maximum expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/Type1Diabetic__expression_mean,Type 1Diabetic expression mean,Mean expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/Type1Diabetic__expression_median,Type 1Diabetic expression median,Median expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/Type1Diabetic__expression_min,Type 1Diabetic expression min,Minimum expression value for the associated gene in the specified diabetes or donor group.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/UpOrDownRegulation,Up Or Down Regulation,"Evidence, confidence, or method annotation for a gene-condition association: Up Or Down Regulation.",Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/author,author,Publication metadata field: author.,Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/biogrid_id_interactor_a,biogrid id interactor a,BioGRID interaction metadata field: biogrid id interactor a.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/biogrid_id_interactor_b,biogrid id interactor b,BioGRID interaction metadata field: biogrid id interactor b.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/biogrid_interaction_id,biogrid interaction id,BioGRID interaction metadata field: biogrid interaction id.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/chr,chr,Genomic coordinate attribute: chr.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/consortium,consortium,Provenance metadata field: consortium.,Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/credible_set,credible set,Fine-mapping or quantitative trait locus statistic: credible set.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/credibleset,credibleset,Fine-mapping or quantitative trait locus statistic: credibleset.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/data_source_url,data source url,Provenance metadata field: data source url.,Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/data_version,data version,Provenance metadata field: data version.,Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/directly_related_term,directly related term,Controlled term or relationship qualifier: directly related term.,Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/effect_allele,effect allele,Allele attribute used in variant or fine-mapping evidence: effect allele.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/end_loc,end loc,Genomic coordinate attribute: end loc.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/experimental_system,experimental system,Experimental or curation metadata for an interaction record: experimental system.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/experimental_system_type,experimental system type,Experimental or curation metadata for an interaction record: experimental system type.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/gencode_annotation,gencode annotation,"Gene, sequence, or annotation metadata field: gencode annotation.",Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/gene_name,gene name,"Gene, sequence, or annotation metadata field: gene name.",Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/id_version,id version,"Gene, sequence, or annotation metadata field: id version.",Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/lbf,lbf,Fine-mapping or quantitative trait locus statistic: lbf.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/modification,modification,Experimental or curation metadata for an interaction record: modification.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/n_snp,n snp,Fine-mapping or quantitative trait locus statistic: n snp.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/nominal_p,nominal p,Statistical p-value reported for the supporting association or analysis (nominal p).,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/non_diabetic__OCR_GeneActivityScore_mean,non diabetic OCR Gene Activity Score mean,Open-chromatin-region gene activity score summary (non diabetic OCR Gene Activity Score mean) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/non_diabetic__OCR_GeneActivityScore_median,non diabetic OCR Gene Activity Score median,Open-chromatin-region gene activity score summary (non diabetic OCR Gene Activity Score median) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/official_symbol_interactor_a,official symbol interactor a,Interactor metadata field for a gene-gene interaction: official symbol interactor a.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/official_symbol_interactor_b,official symbol interactor b,Interactor metadata field for a gene-gene interaction: official symbol interactor b.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/organism_id_interactor_a,organism id interactor a,Interactor metadata field for a gene-gene interaction: organism id interactor a.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/organism_id_interactor_b,organism id interactor b,Interactor metadata field for a gene-gene interaction: organism id interactor b.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/other_allele,other allele,Allele attribute used in variant or fine-mapping evidence: other allele.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/pip,pip,Fine-mapping or quantitative trait locus statistic: pip.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/pmcid,pmcid,Publication metadata field: pmcid.,Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/pubdate,pubdate,Publication metadata field: pubdate.,Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/publication_source,publication source,Publication metadata field: publication source.,Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/pubmedid,pubmedid,Publication metadata field: pubmedid.,Predicate,https://w3id.org/biolink/vocab/gene_associated_with_condition,,
https://purl.org/okn/frink/kg/pankgraph/schema/purity,purity,Tissue or sample context attribute for expression evidence: purity.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/qualifications,qualifications,Experimental or curation metadata for an interaction record: qualifications.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/score,score,Experimental or curation metadata for an interaction record: score.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/slope,slope,Fine-mapping or quantitative trait locus statistic: slope.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/start_loc,start loc,Genomic coordinate attribute: start loc.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/strand,strand,Genomic coordinate attribute: strand.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/throughput,throughput,Experimental or curation metadata for an interaction record: throughput.,Predicate,https://w3id.org/biolink/vocab/interacts_with,,
https://purl.org/okn/frink/kg/pankgraph/schema/tissue_id,tissue id,Tissue or sample context attribute for expression evidence: tissue id.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/tissue_name,tissue name,Tissue or sample context attribute for expression evidence: tissue name.,Predicate,https://w3id.org/biolink/vocab/expressed_in,,
https://purl.org/okn/frink/kg/pankgraph/schema/type,type,Controlled term or relationship qualifier: type.,Predicate,,,
https://purl.org/okn/frink/kg/pankgraph/schema/type_1_diabetes__OCR_GeneActivityScore_mean,type 1 diabetes OCR Gene Activity Score mean,Open-chromatin-region gene activity score summary (type 1 diabetes OCR Gene Activity Score mean) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/type_1_diabetes__OCR_GeneActivityScore_median,type 1 diabetes OCR Gene Activity Score median,Open-chromatin-region gene activity score summary (type 1 diabetes OCR Gene Activity Score median) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/type_2_diabetes__OCR_GeneActivityScore_mean,type 2 diabetes OCR Gene Activity Score mean,Open-chromatin-region gene activity score summary (type 2 diabetes OCR Gene Activity Score mean) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://purl.org/okn/frink/kg/pankgraph/schema/type_2_diabetes__OCR_GeneActivityScore_median,type 2 diabetes OCR Gene Activity Score median,Open-chromatin-region gene activity score summary (type 2 diabetes OCR Gene Activity Score median) for the linked regulatory region–gene relationship.,Predicate,https://w3id.org/biolink/vocab/affects_expression_of,,
https://schema.org/abstract,abstract,"Schema.org property giving a short summary of a creative work, such as an article abstract.",Predicate,,https://w3id.org/biolink/vocab/Article,
https://w3id.org/biolink/vocab/affects_expression_of,affects expression of,Biolink predicate for a relationship in which one entity affects the expression of a gene.,Predicate,,http://purl.obolibrary.org/obo/SO_0001483,https://w3id.org/biolink/vocab/Gene
https://w3id.org/biolink/vocab/associated_with,associated with,Biolink predicate for a statistically or otherwise supported association between two named things.,Predicate,,http://purl.obolibrary.org/obo/SO_0000694,https://purl.org/okn/frink/kg/pankgraph/schema/T1D
https://w3id.org/biolink/vocab/expressed_in,expressed in,"Biolink predicate relating a gene or gene product to an anatomical, cell, tissue, or other context where it is expressed.",Predicate,,https://w3id.org/biolink/vocab/Gene,https://w3id.org/biolink/vocab/Cell
https://w3id.org/biolink/vocab/functional_association,functional association,"Biolink predicate relating a gene or gene product to a molecular activity, biological process, or cellular location.",Predicate,,https://w3id.org/biolink/vocab/Gene,https://w3id.org/biolink/vocab/OntologyClass
https://w3id.org/biolink/vocab/gene_associated_with_condition,gene associated with condition,"Biolink predicate relating a gene to a disease, phenotype, or condition with which it is associated.",Predicate,,https://w3id.org/biolink/vocab/Gene,https://w3id.org/biolink/vocab/Disease
https://w3id.org/biolink/vocab/interacts_with,interacts with,"Biolink predicate describing a physical, genetic, or functional interaction between two entities, here typically genes or gene products.",Predicate,,https://w3id.org/biolink/vocab/Gene,https://w3id.org/biolink/vocab/Gene
https://w3id.org/biolink/vocab/located_in,located in,"Biolink predicate relating an entity to the location, cell, tissue, or context in which it is found.",Predicate,,http://purl.obolibrary.org/obo/SO_0001747,https://w3id.org/biolink/vocab/Cell
https://w3id.org/biolink/vocab/related_to,related to,Broad Biolink predicate for an unspecified relationship between two named things.,Predicate,,https://w3id.org/biolink/vocab/OntologyClass,https://w3id.org/biolink/vocab/OntologyClass
https://w3id.org/biolink/vocab/synonym,synonym,Biolink node property connecting an entity to an alternate human-readable name or alias.,Predicate,,https://w3id.org/biolink/vocab/OntologyClass,
